20,17,18,20,.,.,.,.,.,.,.,.,.,.,.,5.2,.,.,.,.,.,78,75,67,37
17,16,17,19,2.714286,5,4.142857,2.666667,5,4.2,4.428571,5.4,4.285714,5.2,5.2,4.4,4.4,3.615385,4.578947,4.882353,4.666667,73,60,41,33
19,19,8,7,3.285714,2.5,6.142857,4.166667,4.857143,6.8,5.857143,1.8,2.571429,3,5.6,5.8,6.6,4.076923,5.736842,2.470588,6,50,45,58,38
15,13,21,21,4.571429,2.666667,5.857143,5.5,6,5,4.428571,4.2,2.857143,6.4,4.8,5.6,4.6,4.692308,5.157895,4.294118,5,65,83,65,28
16,12,13,14,1.857143,4.833333,3.428571,4.333333,3.285714,4.2,1.714286,4.8,4.571429,6.2,4.4,3.8,4.4,3.538462,2.947368,5.117647,4.2,71,71,47,28
21,21,21,21,3.428571,4.5,3.142857,5.5,5.285714,2.6,3.428571,5.6,3,4.2,3.2,1.8,2.8,4.076923,3.894737,4.117647,2.6,93,49,49,42
20,19,21,21,4.428571,3.833333,3.714286,3.833333,5.571429,5,3.571429,6,5.142857,5.4,5,5.2,4.6,3.961538,4.684211,5.470588,4.933333,88,61,44,39
21,19,18,20,5.428571,3.833333,5.285714,5.666667,6.142857,3,3.142857,1.8,2.142857,3.6,5.4,5.8,6,5.076923,4.210526,2.470588,5.733333,96,55,66,40
18,18,16,19,4.857143,4.5,5.714286,5.5,3.571429,3.2,3.857143,4.6,5.857143,6.4,5.6,5.6,6.2,5.153846,3.578947,5.647059,5.8,86,64,74,36
19,12,15,19,.,2.666667,.,3.166667,.,3.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31
15,15,15,18,5.428571,4.166667,4,4.666667,3.571429,5.2,4,5,3.142857,4.4,5.6,5.6,5.6,4.576923,4.157895,4.058824,5.6,55,50,77,30
15,16,19,20,4.428571,3.5,4.285714,4.166667,4.428571,2.2,4.857143,5.2,.,5.4,4.4,4.6,4.4,4.115385,4,.,4.466667,69,61,40,31
11,14,19,21,5.142857,5.166667,4.714286,6,5,4.4,3.857143,4,2.142857,4.6,4.6,4.8,5.2,5.230769,4.421053,3.411765,4.866667,63,57,57,25
20,20,20,21,2.142857,2.666667,3,4.666667,5.857143,5.6,5,3.6,2.714286,3.6,4.8,6.2,5.4,3.076923,5.473684,3.235294,5.466667,65,40,29,40
16,14,11,11,5.571429,4.5,4,4.166667,3.857143,4.2,5.142857,1,1.714286,1.6,5,2,4.2,4.576923,4.421053,1.470588,3.733333,47,38,39,30
19,16,16,18,3.714286,3.666667,4.571429,3.166667,5.428571,3.8,4.428571,6.2,5,6.2,5.4,4.2,4.4,3.807692,4.631579,5.705882,4.666667,79,56,63,35
20,21,21,20,4.857143,4.833333,6,3.666667,5,4.4,4.857143,6.6,4.571429,4.8,6.2,6.4,5.4,4.884615,4.789474,5.235294,6,97,74,45,41
16,15,14,21,3.857143,3.666667,5,5,4.285714,3.2,5.428571,4.2,5.571429,2.2,4.2,4.8,3.4,4.384615,4.421053,4.176471,4.133333,55,47,49,31
13,10,17,14,3.857143,4,3.285714,4.5,5.285714,4.2,5.142857,3.4,4.285714,4.2,5,4.6,6,3.884615,4.947368,4,5.2,75,51,32,23
21,16,17,19,4,6,5.428571,3.833333,3.285714,4,3.142857,6.4,5.571429,6,5.6,5.4,5.4,4.807692,3.421053,5.941176,5.466667,95,34,48,37
20,21,16,18,.,4.5,2.285714,3.333333,.,.,2.142857,5.8,4.714286,3,2.8,5,4.4,.,.,4.529412,4.066667,.,.,.,41
17,15,13,13,3.857143,4.833333,4.571429,3.666667,5.285714,3.4,2.714286,6.6,3.285714,4.6,3.2,4.8,.,4.230769,3.842105,4.647059,.,86,54,55,32
18,18,21,21,4.428571,3.333333,5.142857,.,4.714286,5,3.142857,6.8,3.857143,5.4,3.4,4.8,5,.,4.210526,5.176471,4.4,89,74,58,36
8,12,21,20,4.857143,5.5,3.857143,5.166667,4.857143,2.6,3.714286,5.4,3.428571,4.8,2.8,2.4,4.4,4.807692,3.842105,4.411765,3.2,70,52,60,20
12,11,18,16,4.714286,5.333333,5.142857,4.833333,5.857143,4.8,4.857143,3.2,4.857143,4.4,5.4,5,5.8,5,5.210526,4.235294,5.4,70,78,56,23
17,16,20,21,4.857143,4.666667,4.571429,4.666667,4.285714,3.6,4.285714,3.8,4.285714,4.2,4.2,2.4,5.4,4.692308,4.105263,4.117647,4,80,74,79,33
15,13,21,21,5.142857,5.666667,3.714286,5.666667,4,5,4.857143,4.6,3.142857,4.8,5.4,3,5.2,5,4.578947,4.058824,4.533333,78,55,62,28
16,16,16,18,3.142857,2.5,2.714286,3.166667,3.714286,5.2,5.714286,4.2,4.285714,4.8,4.8,5,5.6,2.884615,4.842105,4.411765,5.133333,85,73,57,32
16,11,21,21,4.714286,4.833333,1.571429,6.166667,3.428571,3.2,3.571429,5.8,6,4.6,2.8,4.2,4.6,4.230769,3.421053,5.529412,3.866667,92,75,75,27
18,16,20,20,5.285714,5,5,4.666667,4.857143,4.4,4.857143,5.8,3.714286,4.6,5.8,5.2,4.4,5,4.736842,4.588235,5.133333,77,54,51,34
20,18,18,21,4.142857,4.5,4.714286,4.5,3.285714,2.8,3.571429,.,4.142857,3.6,4.8,4.6,4.2,4.461538,3.263158,.,4.533333,63,56,66,38
18,18,19,20,4.571429,5.5,2.142857,4.5,4.571429,4.4,2.857143,4.4,6.285714,4.6,5.2,5.6,4.2,4.115385,3.894737,5.235294,5,45,71,38,36
16,13,18,15,4.714286,4.666667,6.428571,2.333333,4.142857,.,5.285714,3.2,3.571429,2.4,5.4,6.4,3.8,4.615385,.,3.117647,5.2,69,58,61,29
13,11,20,21,4.714286,4.5,6.142857,3.333333,4.714286,3.6,5.142857,4.6,5.857143,6.6,2.8,1.6,4,4.730769,4.578947,5.705882,2.8,81,74,59,24
15,15,18,19,4.714286,6.333333,3.714286,2.666667,6.142857,6.2,6.571429,3.2,3.714286,1.2,3.8,2.8,4.2,4.346154,6.315789,2.823529,3.6,77,67,66,30
18,19,16,14,3.285714,3.833333,4,3.166667,3.857143,4,4,5.2,5.571429,4,4.2,5.6,6,3.576923,3.947368,5,5.266667,82,68,56,37
12,12,12,12,4,3.166667,5.428571,2.333333,5.285714,3.6,3.857143,2.4,5.285714,4.6,5.6,6.6,6.8,3.807692,4.315789,4.235294,6.333333,91,78,50,24
17,4,9,9,3.142857,3.166667,3.571429,3.5,4.714286,5,3.428571,6.6,4.714286,6.2,3.6,2.6,4,3.346154,4.315789,5.705882,3.4,66,61,60,21
19,19,12,14,5,4.166667,5.142857,4.5,2.857143,3.8,3.142857,6.2,4.428571,3.8,4.6,5.8,6,4.730769,3.210526,4.764706,5.466667,57,54,61,38
21,21,18,17,4.571429,3.666667,5.142857,3.666667,5,5.2,4.428571,5.6,5.857143,5.6,6,6,6.4,4.307692,4.842105,5.705882,6.133333,64,50,60,42
15,16,21,21,4.285714,5.333333,5.428571,6,4.714286,2.2,3.714286,4.6,3.714286,4.2,5.2,4.8,5.6,5.230769,3.684211,4.117647,5.2,73,57,81,31
14,14,11,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,62,42,28
17,13,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30
21,21,21,21,2.142857,2,4,4.666667,5.428571,4.4,5.428571,3.8,3,5.2,6.2,5.6,6.6,3.192308,5.157895,3.882353,6.133333,102,58,52,42
14,13,17,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27
18,20,18,20,3.285714,3.166667,4.857143,5,6.285714,3.8,4,5.4,3.714286,4.8,4.6,4,6,4.076923,4.789474,4.529412,4.866667,61,33,44,38
21,21,21,21,2.428571,4.666667,5.285714,3.833333,6.571429,5.8,4.428571,6.2,5.571429,5.6,6.8,5.4,7,4.038462,5.578947,5.764706,6.4,83,75,44,42
16,14,16,19,4,3.5,4.428571,5,5.428571,4.8,4.428571,4.6,3.285714,5.4,5.2,4.6,5.2,4.230769,4.894737,4.294118,5,87,53,64,30
21,21,21,21,4.857143,4.333333,6.285714,3.666667,6.142857,5.2,4.285714,2.6,4.142857,5,6,4.2,5.8,4.846154,5.210526,3.941176,5.333333,103,66,82,42
18,8,13,15,5.428571,5.166667,5.857143,4.833333,5.142857,4.6,4.428571,5.2,4.142857,5.2,5.8,5.8,7,5.346154,4.736842,4.764706,6.2,98,77,73,26
19,19,20,19,4.714286,4.666667,5.285714,5.5,6.142857,4.2,6.285714,3.6,3.714286,4.2,6.2,6.4,6.6,5.038462,5.684211,3.823529,6.4,90,83,72,38
10,8,4,3,2,3.666667,2.285714,3.666667,1.428571,2.2,3.857143,3.6,5.571429,5.6,4.4,3.8,6,2.846154,2.526316,5,4.733333,23,34,27,18
20,16,12,17,5.571429,3.5,4.142857,3.333333,5.428571,3.2,3.428571,3,5,5.4,5.6,6.2,5,4.192308,4.105263,4.529412,5.6,74,44,23,36
7,5,20,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,71,53,12
18,17,21,21,3.142857,2.833333,4.142857,2.666667,4.285714,4.4,5.714286,5,4.428571,4.2,3,4.4,3.6,3.230769,4.842105,4.529412,3.666667,40,44,35,35
18,17,18,21,4.857143,4.5,4.285714,5.333333,5.285714,4.2,4.857143,4.2,3.428571,4,3.6,3.4,4.4,4.730769,4.842105,3.823529,3.8,67,60,61,35
18,17,17,21,3.857143,4.666667,4.571429,5.166667,2.857143,3.6,4.142857,5.6,2.714286,4.2,4.4,6,6,4.538462,3.526316,4,5.466667,65,45,37,35
19,18,18,18,2.714286,5.333333,5,2.333333,5.285714,4,4.285714,4.4,4.285714,5.2,5,5.4,6,3.846154,4.578947,4.588235,5.466667,72,71,55,37
13,13,21,19,2.142857,2.166667,2.714286,3.666667,4.428571,3,3.857143,4.8,3.714286,4.4,4.8,5.4,4.4,2.653846,3.842105,4.235294,4.866667,76,62,56,26
20,20,16,16,4.714286,5.166667,3.714286,4.5,4.428571,2.8,4.142857,4.2,4.571429,4.4,3.8,6.2,5.8,4.5,3.894737,4.411765,5.266667,88,48,70,40
16,15,16,18,3.857143,3.833333,4,3.166667,3.285714,3.8,3.142857,4.4,3.142857,6,4,4.4,6,3.730769,3.368421,4.352941,4.8,.,.,.,31
16,16,21,21,4.285714,2.666667,4.571429,3.333333,5.142857,5.2,4.428571,5.6,4.428571,6,4.8,6.2,4.8,3.769231,4.894737,5.235294,5.266667,92,70,51,32
15,18,16,15,5,3.166667,4.714286,4,3.571429,4.2,5.571429,2.8,4.142857,5.2,5,5,5.8,4.269231,4.473684,4.058824,5.266667,64,51,38,33
19,16,9,12,5.714286,3.333333,5.285714,4.666667,6.428571,4.6,5.571429,5.4,3.857143,6,5.6,4.4,6,4.807692,5.631579,4.941176,5.333333,74,62,47,35
18,21,18,21,3.428571,2.666667,4.428571,5.333333,6.285714,3.4,5.571429,5.6,4.571429,5.4,5.6,5.4,6.4,3.961538,5.263158,5.117647,5.8,50,42,31,39
21,21,21,21,4.857143,4.666667,5.714286,5.833333,5.571429,3.8,4.714286,4.2,3.428571,3.6,5,5.6,4.8,5.269231,4.789474,3.705882,5.133333,91,70,77,42
15,15,21,21,3.857143,5.166667,6.285714,3,4.571429,4,4.571429,4,5,4.4,6,3.4,5.8,4.615385,4.421053,4.529412,5.066667,62,61,71,30
19,.,13,14,3,3.666667,5.142857,3,5.428571,4.4,4.571429,5.8,4.714286,5.8,4,3.6,2.6,3.730769,4.842105,5.352941,3.4,.,.,.,.
19,17,17,19,2.857143,4,3.428571,3,4.571429,1.8,3.857143,5,5.857143,4.6,3.8,4.8,5.2,3.307692,3.578947,5.235294,4.6,74,71,61,36
16,15,21,21,3.285714,4,2.571429,4.166667,5.571429,5.4,4.428571,6.2,3.428571,4.4,5.2,4.6,5,3.461538,5.105263,4.529412,4.933333,74,68,58,31
18,17,21,21,4.571429,4.166667,3.857143,4.666667,5.857143,4.4,5.142857,2.2,4.857143,3.2,5.6,4.8,5.4,4.307692,5.210526,3.588235,5.266667,69,68,47,35
17,18,20,21,3.142857,3.5,3.142857,5.666667,5.142857,3.8,4.714286,2,3.285714,4.8,2.8,5.4,5,3.807692,4.631579,3.352941,4.4,97,87,65,35
12,16,19,18,3.142857,4.333333,3,4.166667,5,5,3.714286,5.2,6.428571,4.2,7,4.6,5.4,3.615385,4.526316,5.411765,5.666667,87,68,33,28
18,14,12,12,5,4,5,5.333333,6,2.8,4.714286,3.6,2.285714,5.6,5.4,5,6.4,4.846154,4.684211,3.647059,5.6,69,47,45,32
21,21,12,12,4.142857,3.333333,5.142857,3.166667,2.857143,2.8,3.285714,5.4,4.714286,5,6,5.2,5.8,4,3,5,5.666667,54,57,40,42
17,16,16,21,4.857143,2.833333,4.428571,3.166667,4.857143,6.4,4.285714,3.2,4.857143,.,5.2,5.2,5.4,3.884615,5.052632,.,5.266667,.,57,75,33
18,15,19,21,5.142857,6.333333,5.142857,3.5,4.428571,3.2,3.857143,5,5.428571,5.2,6.2,6.4,6.2,5.038462,3.894737,5.235294,6.266667,78,53,82,33
21,21,21,21,3.714286,5.333333,5,5.166667,6.714286,5.2,3.857143,4.6,3.571429,6.8,4.2,5.4,5,4.769231,5.263158,4.823529,4.866667,100,88,68,42
18,15,21,21,4.285714,4.166667,4.857143,4.333333,3.142857,3.6,3.285714,3,5.142857,4.8,4.4,4,6,4.423077,3.315789,4.411765,4.8,28,37,74,33
21,21,21,21,1.857143,3.666667,3.285714,3,6.428571,5.8,5.857143,5.6,4.857143,5,4.4,5.8,5.6,2.923077,6.052632,5.117647,5.266667,101,60,25,42
14,16,19,20,4.285714,4.833333,5.285714,5,5.428571,4.8,4.714286,3.2,3,4.8,4.4,4.4,4.2,4.846154,5,3.588235,4.333333,79,54,57,30
17,15,12,14,3.285714,3.666667,3,4.5,2.285714,3.8,4.142857,4,3.285714,3.4,2.6,4,4.4,3.576923,3.368421,3.529412,3.666667,42,54,46,32
16,12,14,15,4.857143,5.5,4.714286,4.166667,3,3.2,2.857143,4.2,5.142857,4.6,4.8,5.8,6,4.807692,3,4.705882,5.533333,63,60,61,28
21,20,6,7,4.285714,2.666667,3.857143,5.833333,4.714286,5,5.714286,5.6,3.142857,5.8,4.4,5.8,6.2,4.153846,5.157895,4.647059,5.466667,37,38,40,41
10,10,11,14,5.142857,3.666667,6,6,2.857143,2.6,2.428571,6,5.714286,6,6.4,6.2,7,5.230769,2.631579,5.882353,6.533333,39,52,32,20
15,15,17,18,4.428571,4.333333,3.428571,4.833333,2.857143,2,2.285714,5.2,3.428571,4,4.6,5.8,4.2,4.230769,2.421053,4.117647,4.866667,74,48,52,30
13,13,13,16,4.142857,5,5,3.666667,3.857143,3.6,3.571429,5.4,4.571429,4.4,4.8,5,5.8,4.461538,3.684211,4.764706,5.2,84,62,58,26
19,18,20,19,4.428571,3.5,2.714286,5.166667,6.142857,5.4,4.571429,6,2.142857,4.4,4,3,4.2,3.923077,5.368421,3.941176,3.733333,77,79,69,37
17,15,21,21,2.142857,3.333333,3.285714,5.5,4.714286,5.2,5,2.8,4,3.6,5.4,5,7,3.5,4.947368,3.529412,5.8,82,73,48,32
16,18,19,19,4.571429,5.5,3.571429,5,4.857143,3.8,3.714286,4.4,3.571429,4.2,5.4,4.2,5.6,4.615385,4.157895,4,5.066667,68,54,50,34
19,18,16,21,4.571429,4.833333,4.428571,5.5,4.428571,3.6,3,4.4,2.285714,.,5.2,4.8,4.6,4.807692,3.684211,.,4.866667,81,55,63,37
19,13,14,9,4,3.166667,3.857143,4.666667,4.428571,4.2,4.571429,4.8,4.857143,5.6,4,5.8,5.4,3.923077,4.421053,5.058824,5.066667,.,.,.,32
15,15,21,21,1.428571,4,1.428571,1,3.285714,4.4,4.285714,4.4,4.571429,5,2.6,1.6,3.4,1.923077,3.947368,4.647059,2.533333,66,34,46,30
19,18,15,16,3.428571,2,3.428571,5,5.428571,4.2,6,5.8,.,5.8,4.8,4.8,4.2,3.461538,5.315789,.,4.6,74,47,29,37
13,12,14,16,4.571429,4.166667,5,5.333333,4.285714,3,4,3.4,3.714286,4,4.6,4.4,4.2,4.769231,3.842105,3.705882,4.4,53,59,62,25
17,15,17,19,5.857143,5.166667,5.857143,5.166667,5.285714,4,5.714286,4.2,4,3.4,5.4,4.4,5.4,5.538462,5.105263,3.882353,5.066667,60,52,50,32
19,16,16,15,2.857143,4.5,4.857143,2.666667,5.428571,3.2,3.571429,6.6,5.285714,5,5.4,4.4,3.4,3.730769,4.157895,5.588235,4.4,85,55,64,35
12,11,15,17,4.714286,5,4.285714,7,2.714286,3.4,5.428571,4,3.142857,2.8,5.6,.,6.6,5.192308,3.894737,3.294118,.,72,64,61,23
21,20,19,20,3.857143,5,5.857143,3.833333,3.857143,4.4,4,.,4.428571,4.2,5.2,5.8,6,4.653846,4.052632,.,5.666667,102,81,53,41
20,9,10,8,4.428571,3.833333,4.857143,6.166667,6.285714,5.2,4.142857,2.6,1.714286,4.2,6.2,6,4.4,4.807692,5.210526,2.705882,5.533333,85,83,46,29
16,11,12,16,3.714286,4.833333,3,4,2.428571,4.8,3.571429,3.6,5.571429,3.2,4.6,4.2,5.8,3.846154,3.473684,4.294118,4.866667,68,64,65,27
15,14,21,21,5.428571,5,6.142857,5.666667,3.714286,3.2,2.857143,4,3.714286,4,4.8,4.6,5.8,5.576923,3.263158,3.882353,5.066667,101,61,76,29
14,9,17,17,2.571429,2.666667,3.428571,5.5,5.714286,4.6,4,4.2,4,6,2.8,4,4.8,3.5,4.789474,4.647059,3.866667,87,88,50,23
14,12,16,18,2.714286,3.333333,3.571429,3.166667,3.571429,2.6,5.285714,5,5.142857,4.6,2.8,5.2,4.2,3.192308,3.947368,4.941176,4.066667,74,58,68,26
17,18,18,18,3.714286,4.666667,2.857143,5.333333,4.142857,2.8,3.714286,6,5.714286,6,6.2,5.4,.,4.076923,3.631579,5.882353,.,59,.,40,35
16,18,3,16,4.428571,5.166667,5.857143,5.833333,5.571429,5,4,6.8,2,5.8,6.8,6.2,6.4,5.307692,4.842105,4.529412,6.466667,65,25,50,34
17,18,19,19,3,2.833333,3.571429,4.166667,6.571429,5.2,5.857143,7,3.285714,6.2,5.2,5.4,5.4,3.384615,5.947368,5.235294,5.333333,76,53,46,35
17,18,18,18,2.857143,3.5,4.714286,3.166667,5.142857,4,4.428571,5.6,4.428571,4.4,4.6,4.6,4.2,3.576923,4.578947,4.764706,4.466667,96,58,55,35
19,19,14,14,4.142857,3.5,4.285714,2.166667,4.714286,3.4,4.857143,4.4,3.714286,5.8,4.6,3,4.6,3.576923,4.421053,4.529412,4.066667,67,66,33,38
19,20,13,15,3.142857,2.166667,3.857143,4,5.428571,4.6,4.714286,5,.,6.2,4.4,5.2,5,3.307692,4.947368,.,4.866667,68,55,50,39
20,16,8,12,4.428571,3.666667,4,3,5.142857,4.4,3.428571,6.2,4.428571,5.2,5,6,6,3.807692,4.315789,5.176471,5.666667,61,63,55,36
21,20,19,20,3.571429,4.333333,5.714286,5.833333,2.714286,4.2,3.571429,4.8,4.571429,3.4,5.2,5.2,6,4.846154,3.421053,4.294118,5.466667,76,62,67,41
15,15,18,21,6.285714,3.666667,5.857143,5.833333,4.428571,3.6,3.571429,3.4,3.714286,2.8,5.6,6,6.4,5.461538,3.894737,3.352941,6,105,84,65,30
21,9,18,18,2.857143,3,3.571429,2.166667,6.428571,5.2,4.857143,3,4.142857,6,5,2.6,3,2.923077,5.526316,4.352941,3.533333,54,34,28,30
20,20,10,11,4.142857,4.333333,5.857143,4.5,3.714286,2.6,4.142857,5,4.142857,5.8,5.2,6.6,5.8,4.730769,3.578947,4.882353,5.866667,75,49,53,40
20,.,20,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,15,19,18,4.571429,4.166667,3.142857,4,5.142857,4,3.285714,4.8,4.428571,5.4,4.4,5.2,5.8,3.961538,4.157895,4.823529,5.133333,60,54,56,32
20,19,21,21,4.571429,5,4.714286,3.666667,4.714286,3.8,.,5.2,4.142857,4.4,4.4,4.8,5,4.5,.,4.529412,4.733333,94,75,82,39
20,17,17,19,3.571429,3.666667,3.857143,4.666667,4.571429,4.2,6,2,2.857143,3.6,2.6,3.8,3.8,3.923077,5,2.823529,3.4,87,46,54,37
19,19,21,21,3.571429,3.5,5.571429,2.5,5.428571,.,5.142857,2.6,4.285714,2.8,5.6,4.6,5,3.846154,.,3.352941,5.066667,.,78,56,38
21,21,13,11,5.714286,4.666667,4.571429,5.5,5.285714,4.8,5.285714,5,4,5.8,4.8,5.4,5.4,5.115385,5.157895,4.823529,5.2,81,67,68,42
16,14,18,18,4.142857,3.5,3.285714,4.166667,.,3.4,3.142857,3,4.857143,4.8,4,4,5.4,3.769231,.,4.294118,4.466667,48,57,54,30
.,10,15,14,5.142857,3.333333,4.857143,5.666667,4.714286,2.6,3.285714,5,2.714286,5.6,4.6,3.4,3.4,4.769231,3.631579,4.235294,3.8,81,.,62,.
17,16,19,19,3.714286,2.166667,2.571429,2.833333,4.571429,3.6,4.428571,4.4,3.714286,5.2,5.2,3.8,5.2,2.846154,4.263158,4.352941,4.733333,43,49,34,33
21,20,16,16,3,3.5,4.428571,4.833333,5.428571,5.6,5.428571,3.4,3.714286,5.4,5.6,4.8,3,3.923077,5.473684,4.117647,4.466667,80,64,53,41
16,14,16,13,.,4,4.285714,3.166667,.,4.8,6,5.4,3.857143,.,5.4,4,3.6,.,.,.,4.333333,.,69,.,30
17,15,18,16,4.428571,4.833333,3.714286,4.833333,5.571429,4.2,3.714286,3.8,4.714286,5.4,5.4,3.4,5.2,4.423077,4.526316,4.647059,4.666667,77,61,44,32
13,12,15,14,.,3.166667,.,5.166667,.,3.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25
9,12,14,15,4.142857,5,5,4.166667,3.714286,4.6,4.428571,4.4,3.142857,3,5.2,5.4,3.6,4.576923,4.210526,3.470588,4.733333,68,62,45,21
17,16,12,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33
20,8,15,14,3.714286,2.666667,3.571429,2.833333,6.142857,4.4,4.142857,6.6,4.285714,6.4,4.2,5.2,4,3.230769,4.947368,5.588235,4.466667,70,70,37,28
16,16,15,16,3.428571,4.833333,3.142857,3,5.285714,2.8,3.428571,6.4,4.571429,4.6,3.4,3.6,4,3.576923,3.947368,5.117647,3.666667,59,67,44,32
13,11,14,16,3.571429,4.5,5.285714,4.666667,2.571429,3.4,2.285714,5.6,3.714286,5,5.8,5.6,6.2,4.5,2.684211,4.647059,5.866667,58,64,58,24
19,19,17,18,5.428571,4.666667,4.571429,6.166667,3.714286,2.8,5,2.6,3,4.2,5.4,6.6,7,5.192308,3.947368,3.235294,6.333333,82,52,61,38
16,15,7,7,2.285714,2.666667,3.714286,2.666667,4.285714,4.8,5.285714,5.4,4.857143,3.8,3.6,4.4,4.2,2.846154,4.789474,4.705882,4.066667,64,51,43,31
20,19,19,20,3.714286,3.166667,5,5.333333,5.714286,1.8,4.285714,6.6,4,6.6,6.6,6.2,5.8,4.307692,4.157895,5.529412,6.2,71,69,40,39
16,13,17,19,2.714286,3.666667,4.428571,3.5,4.714286,4,3.285714,5.6,3.285714,5,3.4,4.6,5.4,3.576923,4,4.470588,4.466667,77,71,65,29
20,18,16,19,6,3.666667,6.428571,4.333333,5.857143,2.2,4.428571,4.6,4,6.8,6,6.6,6,5.192308,4.368421,5,6.2,80,67,79,38
19,18,21,21,3.142857,3.666667,5.285714,2,6,4.8,4.285714,5,4.714286,5,4,3.8,3.4,3.576923,5.052632,4.882353,3.733333,104,60,49,37
18,18,12,13,5.142857,3.666667,5.142857,5.666667,5.285714,4,3.714286,6.4,2.285714,6.4,5.4,5.4,5,4.923077,4.368421,4.705882,5.266667,58,49,55,36
19,18,21,20,5.142857,1.5,5.285714,4.666667,6.142857,5.4,5.571429,2.2,3.857143,4.6,4.8,6.4,6,4.230769,5.736842,3.588235,5.733333,98,62,52,37
.,20,16,17,3.571429,3.833333,.,5.5,5.857143,4.6,4.285714,3.8,4.571429,4,3.8,6.2,4.2,.,4.947368,4.176471,4.733333,66,75,58,.
21,21,21,21,6,6.333333,6.428571,3.5,4.285714,6.2,2.714286,6.8,5,6.2,5.4,6.6,6,5.615385,4.210526,5.882353,6,104,61,62,42
17,15,19,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,54,41,32
